From Position,To Position,Expected (um),Actual (um),Difference (um),Feed
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,11.23248449,1.232484486,5
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,11.3013361,1.301336097,5
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,11.54073846,1.540738458,5
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,8.390002034,-1.609902066,5
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,9.370982205,-0.628921894,5
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.484325461,-0.515578638,5
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.218532095,-1.781372004,5
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,9.97849913,-0.021404969,5
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,8.193042062,-1.806862038,5
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,10.05640227,0.056498168,5
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.892864371,-1.107039728,5
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,5.070633458,-4.929366542,5
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,8.953045093,-1.046859007,5
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,9.108731257,-0.891172842,5
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,9.928443191,-0.071460909,5
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,8.349507638,-1.650396461,5
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.358384188,-4.641615812,5
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,9.048578945,-0.951325155,5
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,5.709329645,-4.290670355,5
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,4.491979662,-5.508020338,5
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,9.37418779,-0.62571631,5
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,2.82930846,-3.02869154,5
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,4.637269877,-5.362730123,5
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,4.011305105,-5.988694895,5
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,4.623245111,-5.376754889,5
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.900298877,-4.099701123,5
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,12.16565607,2.16565607,5
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,11.455548,1.455548001,5
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,12.06923206,2.069232061,5
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,11.72835558,1.728355582,5
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,9.149708599,-0.850195501,5
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,8.53916507,-1.46073903,5
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.235460569,-0.764443531,5
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.184003435,-1.815900665,5
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,10.30972126,0.309817162,5
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,9.019593561,-0.980310539,5
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,10.01948641,0.019582306,5
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.476328515,-1.523575585,5
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,5.851129405,-4.148870595,5
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,10.46486042,0.464956325,5
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,7.901133865,-2.098770234,5
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,9.573833748,-0.426070352,5
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,8.901374966,-1.098529134,5
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.329386791,-4.670613209,5
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,9.342966137,-0.656937962,5
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,4.32689071,-5.67310929,5
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,6.691323441,-3.308676559,5
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,9.887295659,-0.112608441,5
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,1.996982941,-3.861017059,5
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,26.59111893,-23.40888107,5
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,32.94280431,-17.05719569,5
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,31.69764043,-18.30235957,5
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,27.81515445,-22.18484555,5
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,55.27890524,5.278905238,5
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,40.44332577,-9.556674232,5
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,43.11609472,-6.883905278,5
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,53.46092831,3.460928307,5
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,43.07073803,-6.928782469,5
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,36.68418663,-13.31674808,5
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,38.10898767,-11.89194704,5
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.52372474,-8.475795759,5
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,47.91936066,-2.080159833,5
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,36.95472112,-13.04550649,5
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,40.63200874,-9.36821887,5
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,40.78664485,-9.212875644,5
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,27.32321792,-22.67678208,5
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,47.14932947,-2.850191032,5
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,37.06822451,-12.9320031,5
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,42.7286374,-7.271590206,5
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,42.12014008,-7.879380421,5
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,27.56407722,-22.43592278,5
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,42.94834923,-7.051171265,5
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,31.45121116,-18.54878884,5
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,28.49574981,-21.50425019,5
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,45.44289956,-4.557328054,5
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,16.40265139,-12.88634861,5
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,27.93521201,-22.06478799,5
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,30.04847602,-19.95152398,5
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,31.05813833,-18.94186167,5
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,28.78298919,-21.21701081,5
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,53.27065318,3.270653185,5
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,42.76973232,-7.23026768,5
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,42.86927809,-7.130721914,5
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,53.98109946,3.98109946,5
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,42.1084766,-7.891043897,5
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,36.35508614,-13.64584857,5
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,37.04857393,-12.95236078,5
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.17077603,-8.828744463,5
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,49.51445995,-0.485060546,5
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,37.68699948,-12.31322813,5
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,41.48898965,-8.511237958,5
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.45189129,-8.547629212,5
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,28.5699631,-21.4300369,5
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,47.28913218,-2.710388315,5
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,36.51694746,-13.48328015,5
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,42.54155973,-7.458667877,5
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,42.04309995,-7.956420547,5
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,30.66741011,-19.33258989,5
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,40.87061101,-9.128909485,5
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,29.2557248,-20.7442752,5
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,29.4759921,-20.5240079,5
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,45.76099329,-4.239234318,5
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,17.87494162,-11.41405838,5
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,59.33821329,-40.66178671,5
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,81.32898913,-18.67101087,5
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,81.0058472,-18.9941528,5
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,59.6013834,-40.3986166,5
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,95.01110326,-4.988896738,5
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,118.6606194,18.66061939,5
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,119.2891919,19.28919188,5
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,95.09586305,-4.904136952,5
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,78.97995202,-21.02050319,5
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,75.55840416,-24.44063684,5
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,75.93423902,-24.06480198,5
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,77.96558598,-22.03486923,5
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,88.15602641,-11.8444288,5
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,74.38852414,-25.61122396,5
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,81.43300904,-18.56673906,5
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,77.31423797,-22.68621724,5
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,59.66629461,-40.33370539,5
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,89.85330931,-10.1471459,5
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,73.06922773,-26.93052037,5
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,88.25775123,-11.74199687,5
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,87.69758922,-12.30286599,5
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,60.77515805,-39.22484195,5
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,75.5977423,-24.40271291,5
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,59.65306727,-40.34693273,5
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,60.22412716,-39.77587284,5
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,85.78621356,-14.21353454,5
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,32.47491769,-26.10408231,5
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,59.33457646,-40.66542354,5
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,81.48368501,-18.51631499,5
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,79.31145392,-20.68854608,5
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,60.2142424,-39.7857576,5
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,95.40202486,-4.597975139,5
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,119.3741252,19.37412525,5
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,119.4399789,19.43997887,5
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,96.11948712,-3.880512878,5
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,78.60984516,-21.39061005,5
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,73.48480243,-26.51423856,5
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,74.87946994,-25.11957105,5
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,79.11062271,-20.8898325,5
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,89.99054227,-10.00991294,5
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,76.2226657,-23.7770824,5
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,81.21665617,-18.78309194,5
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,76.416297,-23.58415821,5
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.68912407,-41.31087593,5
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,87.44268967,-12.55776554,5
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,70.13752073,-29.86222738,5
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,86.57968614,-13.42006197,5
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,86.35561903,-13.64483618,5
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,60.04692809,-39.95307191,5
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,78.3907222,-21.60973301,5
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,59.17855265,-40.82144735,5
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,60.85432522,-39.14567478,5
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,85.63856776,-14.36118034,5
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,33.42064077,-25.15835923,5
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,189.9203148,-60.0796852,5
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,185.9617617,-64.0382383,5
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,190.4586988,-59.5413012,5
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,187.0312659,-62.96873406,5
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,274.5926487,24.59264872,5
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,236.1321837,-13.86781626,5
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,237.0990554,-12.90094463,5
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,275.7591841,25.75918409,5
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,205.9443947,-44.05603622,5
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,241.0891965,-8.909820251,5
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,296.1214801,46.12246342,5
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,204.4103195,-45.59011142,5
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,235.3020175,-14.69841344,5
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,220.6533361,-29.34638774,5
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,254.7057261,4.70600225,5
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,204.6535497,-45.34688123,5
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,189.2933171,-60.70668289,5
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,247.7933718,-2.207059149,5
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,238.0105011,-11.98922275,5
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,269.1279819,19.12825809,5
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,209.2467154,-40.7537155,5
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,184.3281868,-65.67181319,5
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,209.0399598,-40.96047115,5
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,167.8617926,-82.13820739,5
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,213.402642,-36.59735799,5
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,252.6078908,2.60816696,5
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,95.16025418,-51.28674582,5
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,186.4559025,-63.54409752,5
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,191.0964337,-58.90356631,5
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,188.4122267,-61.58777331,5
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,191.0670908,-58.93290923,5
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,274.5445206,24.54452056,5
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,236.3719462,-13.62805379,5
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,237.0607757,-12.93922433,5
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,274.7056437,24.70564367,5
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,205.2148152,-44.78561572,5
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,240.8232751,-9.175741644,5
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,389.9197367,139.92072,5
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,203.7228396,-46.27759132,5
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,234.6142047,-15.38622622,5
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,217.5215019,-32.47822189,5
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,255.294905,5.295181196,5
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,203.7311138,-46.26931712,5
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,187.8706083,-62.12939168,5
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,246.4373688,-3.563062134,5
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,235.5790237,-14.42070012,5
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,266.5733523,16.57362849,5
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,208.5337505,-41.46668037,5
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,187.6812188,-62.31878121,5
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,207.0613618,-42.93906915,5
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,173.2268436,-76.77315638,5
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,210.4189168,-39.58108323,5
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,255.0760633,5.076339526,5
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,95.52304776,-50.92395224,5
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,3.745050395,2.745050395,1
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1,1.978700533,0.978700533,1
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1,1.787700125,0.787700125,1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,1.906327577,0.906327577,1
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1,2.349083388,1.349083388,1
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1,2.552290732,1.552290732,1
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1,2.672434244,1.672434244,1
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1,3.043358842,2.043358842,1
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848989,2.035702157,1.035853169,1
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848989,1.701774699,0.70192571,1
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848989,1.84321753,0.843368541,1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,1.85102071,0.851171721,1
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848989,2.594018294,1.594169306,1
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848989,1.781025938,0.781176949,1
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848989,1.910175594,0.910326606,1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,1.385397017,0.385548028,1
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,1.370766838,0.370766838,1
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848989,2.49041427,1.490565282,1
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848989,2.963288905,1.963439916,1
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848989,2.350190023,1.350341034,1
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848989,1.858323663,0.858474674,1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,2.332957364,1.332957364,1
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848989,1.699030004,0.699181015,1
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1,2.182755944,1.182755944,1
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1,1.306199371,0.306199371,1
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848989,1.861772071,0.861923083,1
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.586,1.985183423,1.399183423,1
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,2.045789609,1.045789609,1
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1,1.696367884,0.696367884,1
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1,1.639526835,0.639526835,1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,2.015584315,1.015584315,1
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1,2.304646893,1.304646893,1
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1,1.983937199,0.983937199,1
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1,2.196462084,1.196462084,1
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1,1.911629865,0.911629865,1
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848989,1.504463688,0.504614699,1
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848989,2.803049446,1.803200458,1
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848989,2.085578401,1.085729412,1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,2.327093862,1.327244873,1
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848989,1.611696052,0.611847064,1
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848989,1.7540318,0.754182811,1
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848989,1.706964264,0.707115275,1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,1.892076245,0.892227256,1
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,1.425381989,0.425381989,1
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848989,2.700230458,1.70038147,1
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848989,2.126092836,1.126243847,1
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848989,1.596842528,0.596993539,1
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848989,1.523459056,0.523610067,1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,3.005244551,2.005244551,1
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848989,3.410329529,2.41048054,1
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1,1.35710467,0.35710467,1
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1,1.430548836,0.430548836,1
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848989,1.812806691,0.812957703,1
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.586,2.387271667,1.801271667,1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,6.983899755,-3.016100245,1
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,4.832412208,-5.167587792,1
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,4.666838731,-5.333161269,1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,7.431605753,-2.568394247,1
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,11.86895431,1.868954313,1
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,12.47305135,2.473051352,1
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,12.04576514,2.045765135,1
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,11.07546337,1.075463366,1
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,8.524658104,-1.475245995,1
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,8.865344862,-1.134559238,1
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,8.284990364,-1.714913735,1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.935719383,-1.064184716,1
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,9.546104154,-0.453799946,1
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,7.556315772,-2.443588328,1
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,11.14659299,1.146688887,1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.909765261,-1.090138838,1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,4.086438126,-5.913561874,1
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,8.980046875,-1.019857224,1
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,9.214842013,-0.785062087,1
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,9.395165528,-0.604738571,1
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,8.2668106,-1.733093499,1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.801483021,-4.198516979,1
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,8.13947848,-1.86042562,1
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,3.683603549,-6.316396451,1
